x_tsne,y_tsne,label
14.669422,42.75008,4
57.43472,-42.355587,4
-71.380165,5.510191,4
19.589474,41.523663,4
-51.453766,13.541181,4
-25.349989,43.141815,4
44.335033,-52.066967,4
-13.953447,-27.728842,4
-64.604416,29.651812,4
-30.338152,-71.20628,3
-31.127975,39.19689,4
11.524383,25.909687,4
-49.56814,10.281143,4
-6.4673786,16.818876,4
18.28508,-0.13472013,1
22.23646,-32.00595,4
18.204432,1.2503657,1
16.89119,2.9227803,1
-43.143486,-7.011191,4
-44.140663,-1.6963581,4
68.75451,-10.662504,1
-16.580605,52.352448,4
50.39088,-73.67658,4
75.8045,23.51073,1
51.6305,-2.688503,1
16.412046,32.375618,4
-59.382774,-59.810795,3
36.11803,-41.00208,4
18.31374,0.81396616,1
-44.78699,-43.16315,4
55.347313,-1.5020715,1
-59.096287,-63.43422,3
16.982943,2.8653536,1
-26.655935,21.157349,4
-66.557785,39.465427,4
15.010037,-29.354223,4
18.185345,1.3040494,1
-9.307365,53.415234,4
3.9075565,-40.33858,4
8.464511,-43.798904,4
18.342577,0.42995366,1
-40.768864,-8.638995,4
94.08349,0.72828674,4
-4.5918546,61.246082,4
18.15659,-0.61655325,1
-51.089554,55.526997,4
-2.1978376,-71.9515,4
18.313614,0.05673283,1
-13.984887,-66.33328,4
-7.463152,31.79987,4
-12.450918,-42.217026,4
-40.528694,-47.817287,4
59.258778,10.318954,1
17.851456,-1.237008,1
22.668053,-41.877254,4
12.315093,45.170647,4
-20.604412,-40.114082,4
-41.866005,28.032095,4
0.15836181,-68.202805,4
-24.698862,-68.04312,4
-32.674187,-72.743614,3
-13.517197,-68.64951,4
17.37794,2.5622404,1
-37.767014,0.47824907,4
-47.23365,38.618538,4
-13.551553,-40.261047,4
-26.589474,-47.340096,4
-44.70144,-51.802376,3
18.163801,-0.6010091,1
-26.999039,-1.8858896,4
-13.163337,-41.89291,4
24.2732,-52.775993,4
-50.076473,58.916183,4
23.613064,-28.239944,4
-39.34026,-1.3447592,4
-15.099829,-15.805512,4
-47.18345,-4.413978,4
38.61796,6.123044,1
21.93979,-51.916363,4
-20.407528,-25.250862,4
-21.01933,-57.790268,4
-29.033834,-55.310055,4
17.913366,-1.1354816,1
26.952888,-30.05412,4
-23.725294,45.507008,4
-28.51172,-47.007877,4
-70.25657,19.801025,4
57.85521,8.166146,1
-22.867764,66.312546,4
58.67242,10.093694,1
17.838991,2.0199249,1
18.155891,-0.62204885,1
-43.155174,-48.944378,0
81.977,-6.3044486,4
17.212578,2.703901,1
-9.89878,23.199715,4
-15.770753,11.044859,4
-52.782444,-38.82698,4
-37.35539,5.5451965,4
-10.051663,1.254357,4
-38.58233,-3.0025485,4
-1.0935501,26.500595,4
17.928232,-1.1104287,1
1.4416357,-17.865211,4
17.60901,2.3253422,1
-87.094055,25.702492,3
18.24937,-0.30654314,1
-34.705906,49.653656,4
-44.06444,-50.135464,3
-8.961993,66.86562,4
-70.05362,53.229668,4
45.53542,4.8543673,4
-40.493725,5.0927696,4
61.772396,7.9579744,3
-43.223858,-49.538033,3
36.57298,-1.5137857,1
-11.860587,10.660386,4
18.140747,1.431925,1
-11.40022,77.18532,4
29.61184,-79.1823,4
-64.14309,8.519777,4
17.945877,1.8512769,1
